,J [mm/day],Q [mm/day],ET [mm/day]
2/2/2001,13.80535752,5.348212291,0.311347086
2/3/2001,13.73228504,13.55322067,0.292834346
2/4/2001,35.31808566,20.39847486,0.297906925
2/5/2001,11.34777729,13.78712011,0.271107328
2/6/2001,7.06608927,8.998667598,0.6664049
2/7/2001,2.8144223,7.260812849,0.666166345
2/8/2001,0.060032085,5.527332402,0.403967547
2/9/2001,0,4.29078771,0.875625835
2/10/2001,18.58866969,5.214997207,0.228950214
2/11/2001,79.861692,61.39463128,0.340595315
2/12/2001,28.78182834,35.93212291,0.425821267
2/13/2001,0.3690244,10.00925698,1.096399334
2/14/2001,0,6.344622905,1.566570398
2/15/2001,0.065480715,4.753332402,1.300342317
2/16/2001,0.12811577,3.865248603,1.280265623
2/17/2001,0,3.310944134,1.032657871
2/18/2001,0,2.916175978,0.897962438
2/19/2001,0.91855284,2.689391061,0.261631479
2/20/2001,1.52022685,2.34109248,1.250299273
2/21/2001,3.27833188,1.62428352,0.678464801
2/22/2001,7.839012415,1.62428352,0.648956115
2/23/2001,1.967176825,1.62428352,0.669172154
2/24/2001,1.49271154,1.62428352,1.011933533
2/25/2001,3.01293839,1.62428352,0.312621893
2/26/2001,5.38784693,1.62428352,0.083734549
2/27/2001,1.076747505,1.62428352,0.108673351
2/28/2001,0.97773694,1.62428352,0
3/1/2001,0.65731284,1.62428352,0.530973998
3/2/2001,0.32865642,1.62428352,0.120423138
3/3/2001,1.31462568,1.62428352,0.378199343
3/4/2001,4.272533455,1.62428352,0.658694197
3/5/2001,1.314625675,1.62428352,0.60093952
3/6/2001,5.66147273,1.62428352,1.084432659
3/7/2001,12.64104177,1.62428352,1.192229519
3/8/2001,2.32463962,1.62428352,1.002933298
3/9/2001,13.81203815,4.683217877,0.578473325
3/10/2001,18.85366944,10.81116201,0.344762393
3/11/2001,6.19844189,6.664851955,0.518982396
3/12/2001,10.55382714,5.562553073,0.801921654
3/13/2001,4.391800145,6.047094972,1.882525499
3/14/2001,0.882267765,4.25702514,1.333352799
3/15/2001,11.67233518,4.050879888,0.742213162
3/16/2001,2.08104184,5.197927374,0.173617368
3/17/2001,0.65480715,3.797949721,0.05763578
3/18/2001,3.23599246,3.321980447,0.045458858
3/19/2001,0.188147855,2.947148045,0.116966753
3/20/2001,1.770175775,2.663069832,0.287396473
3/21/2001,1.178652865,2.706913408,0.058646488
3/22/2001,15.51392318,11.65004749,0.557097672
3/23/2001,27.6680938,14.18965642,1.170661788
3/24/2001,0.308992315,9.866136872,0.452282218
3/25/2001,0.065480715,6.423863128,1.036032
3/26/2001,0.570672485,4.531902235,1.125156987
3/27/2001,5.97570182,4.098921788,0.473353486
3/28/2001,1.002574625,3.555854749,1.984519705
3/29/2001,5.83540371,3.236103352,1.383590765
3/30/2001,1.44228568,3.055148045,1.987401913
3/31/2001,18.6354187,5.907092179,0.792137556
4/1/2001,0.37447303,4.233268156,2.504732652
4/2/2001,10.07332776,4.701821229,0.71248536
4/3/2001,9.557403665,4.173812849,1.511755387
4/4/2001,12.11934708,9.251396648,0.967822054
4/5/2001,28.49518123,21.15485196,0.235176931
4/6/2001,13.26921686,14.11712849,0.534151051
4/7/2001,3.30465753,11.1297067,0.755119115
4/8/2001,27.39742697,13.32507821,0.881712698
4/9/2001,5.223550655,10.33868715,1.116895867
4/10/2001,15.88413671,11.29826816,1.059935969
4/11/2001,0.16927274,6.927812849,2.049711198
4/12/2001,0.52361802,5.168689944,1.589173133
4/13/2001,0.69289076,4.21046648,0.810360203
4/14/2001,21.57442958,4.804617318,0.797337612
4/15/2001,6.640914625,7.001773743,1.581304878
4/16/2001,0.17874919,4.335159218,2.9426874
4/17/2001,15.87466027,4.851301676,1.088682976
4/18/2001,0.53309447,4.637136872,2.143815147
4/19/2001,1.376305075,3.671924581,2.353224507
4/20/2001,1.401581325,3.292089385,3.059344921
4/21/2001,1.38895177,2.998307263,2.619878123
4/22/2001,24.12747073,5.943142458,0.326625846
4/23/2001,0,4.380108939,3.403172712
4/24/2001,13.09992697,6.237905028,0.535722511
4/25/2001,0,5.559234637,1.739431345
4/26/2001,0.526788265,4.080393855,3.232678207
4/27/2001,14.46358535,4.442103352,1.888241721
4/28/2001,10.68272635,6.524723464,2.007774854
4/29/2001,3.818799095,5.957773743,2.752426
4/30/2001,0,4.306801676,2.589879444
5/1/2001,0.17559609,3.620086592,4.902535123
5/2/2001,0,3.224564246,3.246766707
5/3/2001,0,2.878994413,3.661242816
5/4/2001,0.52361802,2.570103352,2.047217695
5/5/2001,0,2.295,3.721768517
5/6/2001,0,2.070603352,2.63059087
5/7/2001,0,1.899829609,5.121157195
5/8/2001,0,1.768349162,4.288500464
5/9/2001,1.395257975,1.667564246,3.760946951
5/10/2001,8.566113975,1.766312849,2.477693241
5/11/2001,0,1.636918994,2.985865802
5/12/2001,0.17559609,1.443494413,6.49137384
5/13/2001,5.743998435,1.41000838,3.980148673
5/14/2001,2.442494025,1.375240223,1.557110875
5/15/2001,0,1.334162011,1.528045155
5/16/2001,22.48085649,2.395759777,1.53248438
5/17/2001,20.53980594,4.841572626,0.802865773
5/18/2001,0.52361802,2.57397486,2.160695245
5/19/2001,0,2.068818436,2.000856776
5/20/2001,0,1.887083799,2.689732373
5/21/2001,0,1.767997207,4.93884182
5/22/2001,0,1.62374581,6.393739638
5/23/2001,0,1.516776536,7.055271816
5/24/2001,0,1.423131285,7.177834872
5/25/2001,0,1.378030726,3.797000696
5/26/2001,2.263744825,1.373505587,1.83918263
5/27/2001,24.76033255,1.765583799,1.163879465
5/28/2001,6.631438185,2.183756983,2.056623865
5/29/2001,0,1.569142458,4.727691799
5/30/2001,1.567700955,1.414860335,2.835327208
5/31/2001,0.69289076,1.355505587,3.263681808
6/1/2001,5.725045535,1.365863128,1.366053338
6/2/2001,9.061302645,1.656050279,2.837120953
6/3/2001,0,1.344594972,5.250875376
6/4/2001,0,1.266360335,3.891932081
6/5/2001,6.261293105,1.234910615,4.707868969
6/6/2001,12.94643689,1.614368715,1.494114244
6/7/2001,0.17559609,1.512527933,3.48742831
6/8/2001,4.903940935,1.311988827,4.65273711
6/9/2001,1.21335568,1.258189944,3.881768943
6/10/2001,0,1.185058659,6.133125759
6/11/2001,0,1.159290503,2.27037084
6/12/2001,0,1.133648045,2.596219563
6/13/2001,0,1.096868715,4.073874836
6/14/2001,6.634608425,1.144684358,2.943899457
6/15/2001,19.3643732,1.96423743,2.29763761
6/16/2001,2.279544625,1.706882682,1.862503854
6/17/2001,0,1.378106145,1.890370401
6/18/2001,0,1.251377095,3.960680191
6/19/2001,1.385781525,1.213139665,4.517895184
6/20/2001,8.713280705,1.370891061,3.632219105
6/21/2001,0,1.190337989,6.510069806
6/22/2001,0,1.120072626,5.718559894
6/23/2001,0,1.075851955,4.876287991
6/24/2001,0,1.038343575,4.973053229
6/25/2001,0,0.995631285,6.334394731
6/26/2001,0,0.951687151,7.463023776
6/27/2001,3.135384775,0.969184358,2.156031809
6/28/2001,11.99578082,1.146318436,2.868997166
6/29/2001,6.61880863,1.146243017,2.106175306
6/30/2001,1.740126805,1.076455307,2.579255871
7/1/2001,2.09131899,0.982231844,4.217603359
7/2/2001,0,0.90600838,7.077369524
7/3/2001,10.47551353,0.876192737,4.933899572
7/4/2001,40.68559673,7.18574581,2.773666057
7/5/2001,0,2.427335196,5.103950954
7/6/2001,0,1.846081006,2.712311099
7/7/2001,0.17559609,1.644209497,3.875630979
7/8/2001,0.16927274,1.538044693,1.611677981
7/9/2001,0,1.395100559,4.180007866
7/10/2001,33.97832981,2.246656425,2.253339827
7/11/2001,13.87808864,12.01308939,1.730016814
7/12/2001,6.64410201,5.018631285,3.726742153
7/13/2001,25.84554294,10.83034358,4.303812188
7/14/2001,4.029165015,5.43449162,3.606231319
7/15/2001,0.16927274,3.791036313,4.445860645
7/16/2001,0,2.988150838,4.679717903
7/17/2001,50.96342528,6.41327933,1.451605518
7/18/2001,13.64568527,13.75964246,0.669165945
7/19/2001,0,5.982284916,3.125537292
7/20/2001,16.0376268,5.24322905,3.140679714
7/21/2001,9.24637518,7.195600559,1.334081447
7/22/2001,0,5.340594972,2.779605207
7/23/2001,0.17874919,4.063223464,2.807967548
7/24/2001,0,3.385835196,3.339773805
7/25/2001,0,2.931863128,3.786437877
7/26/2001,0,2.51401676,5.915088421
7/27/2001,0,2.206357542,6.263606235
7/28/2001,0,1.972282123,6.183004353
7/29/2001,0,1.801458101,5.749104585
7/30/2001,0,1.663164804,6.110240267
7/31/2001,2.94200047,1.605946927,4.484029432
8/1/2001,0.308992315,1.466773743,3.801220697
8/2/2001,11.17495233,1.725083799,0.607534756
8/3/2001,1.25880616,1.486734637,2.684589316
8/4/2001,2.533177915,1.339667598,2.694372004
8/5/2001,0.193596485,1.229103352,4.558147121
8/6/2001,23.73004066,2.57701676,0.902107589
8/7/2001,32.77977018,7.826807263,1.345318877
8/8/2001,5.825680955,5.679377095,2.017466744
8/9/2001,1.691245905,3.521086592,2.302540951
8/10/2001,0.12811577,2.754125698,3.837341449
8/11/2001,68.58916127,12.94280447,1.077410184
8/12/2001,37.29829983,32.04543017,1.402328618
8/13/2001,5.799493605,11.66641341,1.302044068
8/14/2001,0.060032085,6.708393855,4.513518875
8/15/2001,11.98261258,5.500206704,3.03287391
8/16/2001,8.30154033,5.333958101,2.889786444
8/17/2001,1.98880336,4.253656425,2.27429614
8/18/2001,13.89762153,3.963318436,0.762229587
8/19/2001,16.7948074,11.84731844,1.569566716
8/20/2001,0.939696885,6.645620112,3.09408221
8/21/2001,4.311534125,4.761125698,2.400928898
8/22/2001,0.060032085,3.819871508,3.742264243
8/23/2001,2.748403985,3.346541899,1.719895488
8/24/2001,5.50692494,3.053086592,1.13759632
8/25/2001,3.078167835,2.955846369,4.055860058
8/26/2001,0,2.462354749,3.091471021
8/27/2001,0,2.168773743,4.678780173
8/28/2001,0,1.970622905,5.059002445
8/29/2001,0,1.839192737,4.362662989
8/30/2001,6.069545825,1.838363128,1.505552546
8/31/2001,14.00191024,2.831958101,2.50291242
9/1/2001,3.530303915,1.941988827,2.942599448
9/2/2001,15.34301497,3.087477654,1.379794396
9/3/2001,10.70139654,3.16272067,1.090973855
9/4/2001,0.068083685,2.556879888,3.455849965
9/5/2001,24.74696014,4.409019553,1.438843193
9/6/2001,0.065480715,5.010988827,2.861129005
9/7/2001,18.6920153,3.937173184,1.457125209
9/8/2001,11.6075764,9.889189944,2.357952385
9/9/2001,0,4.758234637,2.741908712
9/10/2001,2.36121102,3.703198324,3.218227501
9/11/2001,0.26168017,3.270519553,1.638021319
9/12/2001,35.133496,9.61049162,1.015501934
9/13/2001,19.56479087,11.17465642,1.048142951
9/14/2001,3.889991635,7.214706704,2.238052845
9/15/2001,10.89826972,5.593675978,1.899860515
9/16/2001,0.96046842,5.769854749,1.77344519
9/17/2001,0.811581115,4.173159218,2.981558474
9/18/2001,0,3.558268156,1.294185177
9/19/2001,0.5025888,3.168980447,1.766758463
9/20/2001,1.042242795,2.800005587,2.301976884
9/21/2001,0,2.474497207,1.82830947
9/22/2001,0,2.274611732,1.111686476
9/23/2001,0,2.088377095,1.010997436
9/24/2001,8.31738144,2.286150838,1.129976745
9/25/2001,3.171934075,2.042798883,0.847577462
9/26/2001,3.26655838,1.937614525,0.575148645
9/27/2001,23.40982123,5.818047486,0.60993952
9/28/2001,0,4.27427095,3.216916745
9/29/2001,3.33257669,3.183963687,2.425318824
9/30/2001,23.81683051,6.333586592,0.661485089
10/1/2001,2.79365077,7.068871508,1.747559822
10/2/2001,5.042068925,4.719368715,1.742086023
10/3/2001,23.66554799,7.483977654,1.243286301
10/4/2001,15.97747546,13.47644413,1.122935465
10/5/2001,24.35170346,16.71156704,1.763966843
10/6/2001,10.73263831,12.62974022,1.565992433
10/7/2001,64.1162612,32.41890503,0.658550018
10/8/2001,16.81796687,30.67594693,1.00479361
10/9/2001,13.93776894,16.65105587,0.730542469
10/10/2001,32.18545094,14.91971229,0.694340832
10/11/2001,5.894655495,11.11253631,0.618085598
10/12/2001,0,7.388170391,2.67144248
10/13/2001,0.437108085,5.61672905,1.579835766
10/14/2001,4.00721015,4.679170391,0.551547286
10/15/2001,6.803628805,4.503067039,0.835936619
10/16/2001,0.5025888,3.662497207,1.09974481
10/17/2001,7.00948539,3.230748603,1.37145339
10/18/2001,6.437744985,5.13372067,1.443361676
10/19/2001,8.27167481,4.074234637,0.143008645
10/20/2001,13.20607905,7.682958101,0.997499876
10/21/2001,0.308992315,4.944343575,0.57075476
10/22/2001,4.01810741,4.164385475,1.314712941
10/23/2001,7.254479815,4.392829609,0.721479657
10/24/2001,9.58377935,4.924910615,1.101202105
10/25/2001,28.6536254,9.978511173,0.448882005
10/26/2001,17.97544058,15.65215642,0.408536232
10/27/2001,10.84645415,12.60907542,0.755473097
10/28/2001,0.570672485,7.446293296,1.59570061
10/29/2001,0.1255128,5.605340782,0.204038818
10/30/2001,14.17983054,5.049125698,0.644910466
10/31/2001,6.130575355,6.637248603,0.864385866
11/1/2001,0,4.637740223,0.697480144
11/2/2001,0.308992315,3.998564246,0.719026684
11/3/2001,4.302702235,3.575941341,0.438726207
11/4/2001,4.004607175,3.289851955,0.319904938
11/5/2001,6.085649015,3.001600559,0.4795795
11/6/2001,12.40283718,3.548564246,0.698689667
11/7/2001,60.21535429,18.75504469,0.440900541
11/8/2001,12.5000195,21.71109218,0.641494568
11/9/2001,2.410268085,8.279522346,0.143067324
11/10/2001,0.82169808,6.156879888,0.390852293
11/11/2001,3.933677835,5.103251397,0.692660408
11/12/2001,21.06017718,8.32502514,0.400614036
11/13/2001,0.437108085,5.895100559,0.177112606
11/14/2001,0.69618528,4.739002793,0.645250629
11/15/2001,0,4.038863128,1.000567992
11/16/2001,0,3.545396648,0.241630598
11/17/2001,0,3.146907821,0.22325639
11/18/2001,0,2.805108939,0
11/19/2001,0.437108085,2.509290503,0.210528491
11/20/2001,5.319314695,2.337335196,0.368604039
11/21/2001,12.61281236,2.905441341,0.185014058
11/22/2001,3.58075663,3.605304469,0.392990488
11/23/2001,0.756217365,2.561756983,0.235545552
11/24/2001,11.41454305,2.667418994,0.297844256
11/25/2001,45.68622238,20.58227095,0.031438982
11/26/2001,2.391561925,7.416653631,0.136287071
11/27/2001,15.6909802,8.835134078,0.313525151
11/28/2001,18.93780942,7.514371508,0.463099798
11/29/2001,68.86166094,44.15487989,0.300556745
11/30/2001,68.47431033,47.7344162,0.204588544
12/1/2001,12.3978812,22.10286872,0.038781829
12/2/2001,0.065480715,9.469986034,0.034663026
12/3/2001,10.88775453,6.912578212,0.43215048
12/4/2001,9.047456395,12.05411732,0.418189158
12/5/2001,20.54023293,14.18075698,0.126067652
12/6/2001,3.55531676,8.136100559,0.1270074
12/7/2001,1.1151248,6.502097765,0.095733163
12/8/2001,0,5.121879888,0.247334104
12/9/2001,0,4.206544693,0.361552869
12/10/2001,0,3.618603352,0.372657088
12/11/2001,0,3.175617318,0.421005271
12/12/2001,0,2.830223464,0.395196407
12/13/2001,0,2.554365922,0.320089637
12/14/2001,0,2.299751397,0.177727578
12/15/2001,0.1255128,2.123824022,0.117981603
12/16/2001,0.068083685,2.005265363,0.19306183
12/17/2001,0,1.845829609,0.245976589
12/18/2001,0.308992315,1.743511173,0.12469309
12/19/2001,3.590873595,1.65303352,0.191783537
12/20/2001,1.43968271,1.560544693,0.303650417
12/21/2001,12.69222033,1.826472067,0.098040742
12/22/2001,0,1.646849162,0
12/23/2001,10.45928059,1.504709497,0.059952958
12/24/2001,25.78456743,4.474835196,0.182002859
12/25/2001,5.76960255,6.423108939,0.357241502
12/26/2001,4.223730695,3.517843575,0.109577493
12/27/2001,27.2494185,11.85149162,0.213098634
12/28/2001,7.966603355,8.492027933,0.41258862
12/29/2001,0.065480715,5.287424581,0.142924161
12/30/2001,0,3.934181564,0
12/31/2001,0.24012834,3.176748603,0
1/1/2002,0.24817994,2.724310056,0
1/2/2002,0.065480715,2.415695531,0
1/3/2002,0,2.20650838,0
1/4/2002,0.3690244,2.053256983,0.035942143
1/5/2002,25.34506411,6.466575419,0.004165959
1/6/2002,1.198774075,4.40172905,0.224785742
1/7/2002,0.308992315,3.514851955,0.103299965
1/8/2002,0.060032085,2.963614525,0.032338053
1/9/2002,0.65480714,2.598435754,0.061529994
1/10/2002,0,2.35646648,0.269164219
1/11/2002,0.437108085,2.192807263,0.402907037
1/12/2002,0.811581115,2.055243017,0.569543951
1/13/2002,4.253567405,2.044458101,0.253844978
1/14/2002,10.46242116,2.763276536,0.209470234
1/15/2002,7.209605705,3.277106145,0.231567231
1/16/2002,10.92314644,3.108846369,0.259430575
1/17/2002,13.44500008,7.991723464,0.13942559
1/18/2002,8.437523365,5.655946927,0.331020291
1/19/2002,1.450337275,5.688226257,0.489601264
1/20/2002,51.22983902,26.71732961,0.201968953
1/21/2002,17.86458096,16.46886872,0.23278187
1/22/2002,10.16432612,13.1882933,0.492763052
1/23/2002,22.82082466,12.89923743,0.308276951
1/24/2002,8.28232938,13.44537151,0.11197428
1/25/2002,26.47428838,19.08995531,0.200934256
1/26/2002,23.24132476,28.68118994,0.479037948
1/27/2002,38.96318133,22.00052514,0.181379166
1/28/2002,3.193728595,15.96444134,0.817593817
1/29/2002,0.5025888,7.592530726,0.391763659
1/30/2002,47.80213595,25.62239665,0.363624871
1/31/2002,18.17143015,21.10809218,0.230531088
2/1/2002,39.87149705,30.40235196,0.281947564
2/2/2002,19.27512008,23.0715,0.364232232
2/3/2002,10.69858369,14.30909497,0.721529028
2/4/2002,16.45326155,13.53564804,0.239842797
2/5/2002,20.01443455,14.84152793,0.528305175
2/6/2002,2.80889591,11.32242737,0.400010472
2/7/2002,32.60986592,21.62823184,0.120086471
2/8/2002,21.62336848,16.65832123,0.267925627
2/9/2002,5.47673897,11.42411732,0.773914062
2/10/2002,62.95980834,32.49600838,0.468966189
2/11/2002,41.69025065,55.68491061,0.564692049
2/12/2002,0.065480715,10.89510335,0.429771817
2/13/2002,2.886636725,6.993980447,0.43009174
2/14/2002,0.3690244,5.19448324,0.759890476
2/15/2002,0.065480715,4.103044693,1.118884921
2/16/2002,0,3.467111732,0.974573297
2/17/2002,7.34160952,3.23622905,0.599289017
2/18/2002,11.90076657,3.061332402,0.699251858
2/19/2002,85.35500815,45.52300559,0.304400893
2/20/2002,13.88946663,30.87495251,0.514261438
2/21/2002,31.05576413,16.43653911,0.197516854
2/22/2002,23.78141308,25.6457514,1.127676042
2/23/2002,5.20520393,9.121273743,0.536173328
2/24/2002,76.14224221,38.286,0.252625944
2/25/2002,86.29930701,72.55563687,0.183966599
2/26/2002,13.05620159,33.6707095,0.898221862
2/27/2002,3.411184975,9.517173184,0.98337651
2/28/2002,9.34374817,7.856547486,0.755443621
3/1/2002,0,5.89799162,0.971005027
3/2/2002,0.437108085,4.784053073,0.528386507
3/3/2002,0,4.273189944,0.611189284
3/4/2002,0.434505115,3.588837989,0.492257344
3/5/2002,1.374202,3.176648045,1.727586504
3/6/2002,24.01959874,7.422913408,0.217795612
3/7/2002,0.1335644,4.764393855,1.967173085
3/8/2002,7.140741725,3.95323743,0.407895563
3/9/2002,10.00548677,5.118888268,0.18413819
3/10/2002,22.11323734,8.761927374,0.587837953
3/11/2002,3.267095985,7.191955307,0.687511286
3/12/2002,0.12811577,5.261405028,0.908712424
3/13/2002,0,4.137360335,1.426422341
3/14/2002,0.199045115,3.456226257,1.4590561
3/15/2002,11.57043959,3.778164804,0.183442853
3/16/2002,1.69124591,3.875430168,0.971198836
3/17/2002,2.14936822,3.131572626,0.785553837
3/18/2002,18.60722034,6.129628492,0.351684765
3/19/2002,6.166452635,5.268393855,1.200865838
3/20/2002,12.36567481,5.801304469,0.883064962
3/21/2002,0.3690244,5.845977654,1.137561642
3/22/2002,0.6281016,4.562195531,0.821885265
3/23/2002,0,3.835206704,0.559974826
3/24/2002,0,3.303804469,2.282901327
3/25/2002,0.5025888,2.900488827,1.410407148
3/26/2002,0.3690244,2.562234637,3.188221941
3/27/2002,0,2.298645251,3.289107554
3/28/2002,0,2.080960894,2.980029296
3/29/2002,0,1.895002793,3.355730167
3/30/2002,0.568069515,1.736069832,3.091619566
3/31/2002,19.90042097,2.192882682,1.016678872
4/1/2002,6.3819214,2.670108939,0.789989805
4/2/2002,4.24836147,2.110625698,0.944306637
4/3/2002,5.29615734,2.313402235,1.337541534
4/4/2002,0,2.086013966,3.470474371
4/5/2002,0,1.832681564,2.215935782
4/6/2002,0,1.681994413,3.538826998
4/7/2002,0,1.604111732,3.350155962
4/8/2002,0.060032085,1.539452514,3.679617185
4/9/2002,0,1.478187151,2.911994997
4/10/2002,0,1.41151676,2.779674745
4/11/2002,0,1.354776536,2.1089932
4/12/2002,0,1.296452514,1.669325891
4/13/2002,0,1.231139665,2.653021331
4/14/2002,3.8190623,1.230159218,0.80117007
4/15/2002,0.065480715,1.150365922,2.798823205
4/16/2002,0.068083685,1.087768156,3.241059611
4/17/2002,11.74776794,1.084072626,1.717322664
4/18/2002,13.42935672,2.013360335,1.496306796
4/19/2002,0.060032085,1.556522346,4.173908715
4/20/2002,5.075803095,1.414156425,1.762077696
4/21/2002,2.269432385,1.256354749,4.595752411
4/22/2002,2.81648767,1.20225419,1.215857739
4/23/2002,0.3690244,1.143427374,1.561593093
4/24/2002,1.371599025,1.066424581,4.835703484
4/25/2002,0.20164808,1.030022346,3.539605878
4/26/2002,28.35233141,3.805944134,1.545094601
4/27/2002,31.54963161,8.203248603,1.429776606
4/28/2002,23.70679613,15.24635196,1.424190374
4/29/2002,11.9899167,9.887832402,1.26164688
4/30/2002,37.58308299,20.3249162,2.252637371
5/1/2002,7.46836245,12.90197765,2.984870843
5/2/2002,0.5025888,6.56997486,3.769356463
5/3/2002,0.882510455,4.510055866,3.364387266
5/4/2002,1.26140913,3.47626257,2.916901432
5/5/2002,0.065480715,2.829569832,4.198724133
5/6/2002,0.12811577,2.430427374,1.385218597
5/7/2002,0.193596485,2.206583799,0.635484669
5/8/2002,0.308992315,2.008634078,2.141431788
5/9/2002,0,1.83222905,2.39670014
5/10/2002,0,1.684910615,4.694373478
5/11/2002,0,1.550011173,4.68472645
5/12/2002,1.047041115,1.44678771,3.836082122
5/13/2002,9.866231055,1.694639665,1.192699935
5/14/2002,4.37156621,1.776092179,3.44626985
5/15/2002,10.88941228,2.22528771,2.343289228
5/16/2002,0.308992315,1.650946927,5.391673109
5/17/2002,11.70614711,1.742606145,2.077704675
5/18/2002,14.25877866,4.192768156,1.726613095
5/19/2002,2.313898875,2.638759777,1.917136583
5/20/2002,1.816758715,2.282103352,1.914958301
5/21/2002,10.11441099,2.355636872,1.98703669
5/22/2002,17.2858569,4.627382682,2.079856268
5/23/2002,12.78486643,6.749824022,2.722303969
5/24/2002,7.13867636,5.73227095,2.497958581
5/25/2002,13.98907972,5.455709497,2.376616475
5/26/2002,0.5025888,5.379486034,3.927953989
5/27/2002,0.060032085,3.827840782,4.851595359
5/28/2002,32.09453649,5.841653631,1.990417274
5/29/2002,10.75630774,13.85198045,3.385894476
5/30/2002,9.87902874,7.366776536,3.921656982
5/31/2002,0,4.989167598,5.572517789
6/1/2002,0,3.829826816,7.461045685
6/2/2002,0,3.240628492,3.754845568
6/3/2002,9.81767877,3.251815642,2.580582064
6/4/2002,0,2.644793296,2.77038502
6/5/2002,2.117699425,2.343846369,3.423579594
6/6/2002,9.416403025,2.599039106,1.500879717
6/7/2002,4.13610621,2.780145251,0.678741881
6/8/2002,3.122877015,2.415318436,1.879236209
6/9/2002,23.65626565,4.642039106,2.543662456
6/10/2002,13.90910862,11.59154749,2.920097508
6/11/2002,3.685255215,6.239388268,3.189752182
6/12/2002,1.70863418,4.44974581,3.086477751
6/13/2002,3.763698545,3.571164804,3.824096073
6/14/2002,13.76357176,4.29973743,1.10428569
6/15/2002,5.87726724,4.771282123,1.996534271
6/16/2002,0.5025888,3.781055866,2.760701416
6/17/2002,3.28314696,3.247215084,5.031282374
6/18/2002,0.429056485,2.886460894,3.908578463
6/19/2002,0.308992315,2.608843575,4.819446258
6/20/2002,0,2.385050279,4.797583005
6/21/2002,5.627769405,2.364209497,1.021219098
6/22/2002,2.052218715,2.251407821,2.933001656
6/23/2002,1.07326128,2.000715084,4.873439377
6/24/2002,0,1.864935754,3.908727427
6/25/2002,0.937093915,1.769907821,4.670165898
6/26/2002,4.77746534,1.695796089,4.231472356
6/27/2002,0.308992315,1.609240223,3.707768032
6/28/2002,0,1.479393855,4.502138494
6/29/2002,0.562620885,1.429994413,2.636339497
6/30/2002,25.94726927,2.00775419,1.930747843
7/1/2002,18.0048013,5.134977654,1.3798286
7/2/2002,14.46070227,4.742396648,1.77827928
7/3/2002,0.696185285,3.333544693,3.57534703
7/4/2002,13.13753553,2.810337989,3.325466232
7/5/2002,18.45805752,8.837296089,1.969182564
7/6/2002,4.901660245,4.807910615,3.165301894
7/7/2002,7.418307945,3.869069832,4.215134659
7/8/2002,14.87370776,8.590550279,3.599015531
7/9/2002,2.578424705,4.782217877,2.852613522
7/10/2002,3.74837564,3.800539106,3.513460477
7/11/2002,19.43252882,7.638184358,3.739997682
7/12/2002,0.81364648,4.526899441,4.887150572
7/13/2002,0.199045115,3.575413408,5.698154185
7/14/2002,0,3.010223464,6.972976037
7/15/2002,0,2.647709497,6.87257223
7/16/2002,0,2.381907821,5.212952465
7/17/2002,0,2.185114525,1.94858255
7/18/2002,0,2.005567039,4.036523904
7/19/2002,0,1.879114525,4.087987114
7/20/2002,5.372502485,1.837282123,2.203846446
7/21/2002,0,1.679606145,5.465318144
7/22/2002,0.3690244,1.586463687,1.874249074
7/23/2002,34.0365653,4.232513966,1.05654509
7/24/2002,0.068083685,2.452324022,2.040061706
7/25/2002,0.1255128,1.958002793,2.789459344
7/26/2002,0.25362857,1.762893855,4.639013646
7/27/2002,0.437108085,1.672240223,2.148796853
7/28/2002,0.877061825,1.563636872,5.291766395
7/29/2002,0,1.477734637,4.279416043
7/30/2002,3.06544791,1.458527933,1.641197814
7/31/2002,0.61798463,1.416821229,2.366607814
8/1/2002,5.83202045,1.452620112,1.09445933
8/2/2002,0.811581115,1.340044693,2.863226721
8/3/2002,0.32455791,1.221310056,5.355431979
8/4/2002,0.49998583,1.146896648,2.809300517
8/5/2002,0.570672485,1.096617318,5.054284573
8/6/2002,0,1.02072067,5.401305726
8/7/2002,3.37237485,1.02527095,2.10551695
8/8/2002,10.32987975,1.10848324,1.695535212
8/9/2002,11.78826862,2.328662011,1.083760646
8/10/2002,1.12057343,1.461645251,2.319379422
8/11/2002,10.12122246,1.324583799,1.710770232
8/12/2002,0.562620885,1.520949721,4.921354809
8/13/2002,11.78125941,1.517631285,1.924497604
8/14/2002,1.374202,1.821946927,2.157077796
8/15/2002,1.374201995,1.494628492,3.968828993
8/16/2002,0,1.366944134,4.669671207
8/17/2002,0.5025888,1.300148045,4.665521919
8/18/2002,24.25918947,4.703656425,1.843463505
8/19/2002,0.068083685,2.439125698,2.711632685
8/20/2002,3.09918206,2.070326816,2.294796446
8/21/2002,0.308992315,1.82398324,4.237664729
8/22/2002,0,1.711634078,3.270715439
8/23/2002,0,1.621256983,3.106783808
8/24/2002,0,1.529547486,3.630104692
8/25/2002,0.308992315,1.472153631,2.54678941
8/26/2002,0,1.401159218,3.867305222
8/27/2002,0,1.292430168,5.674180632
8/28/2002,0.560017915,1.248938547,2.530529248
8/29/2002,7.547631035,1.311662011,2.749217716
8/30/2002,18.67460149,1.935854749,0.80305723
8/31/2002,0.068083685,1.632997207,3.289555266
9/1/2002,0,1.306206704,4.705539903
9/2/2002,0,1.209594972,4.724009429
9/3/2002,0,1.180156425,1.631071254
9/4/2002,0.798080885,1.139203911,2.69108364
